,tweet_text
3098,"Systematic growth in Covid-19 cases in GUJARAT. 

13 June -  517 
14 June -  511 
15 June -  514 
16 June -  524 
1… https://t.co/1SnnQQreVh"
3099,"Thank you @bcbusiness for giving our Changemaker's Market a shout out! Changemaker's Market raised just over $30,00… https://t.co/T6NTWN7hzT"
3100,"RT @AmirKhafagy91: Struggling and under resourced communities such as Corona and East Elmhurst were hit hardest by the #coronavirus, yet @N…"
3101,"RT @AmirKhafagy91: Struggling and under resourced communities such as Corona and East Elmhurst were hit hardest by the #coronavirus, yet @N…"
3102,"RT @dsahni_01: The recovery rate of 55.49% is encouraging and the credit goes to all our Corona warriors, who are working 24/7 to ensure th…"
3103,"RT @AmirKhafagy91: Struggling and under resourced communities such as Corona and East Elmhurst were hit hardest by the #coronavirus, yet @N…"
3104,Ireland (ROI) Daily Coronavirus (COVID-19) Report. #coronavirus #Ireland #Corona #covid19 https://t.co/55s7pacZs3
3105,"RT @TheOliveKnife: Let make this clear in our mind once for all

It is NOT COVID-19 or CORONA

It Is #ChinaVirus or #WuhanVirus"
3106,I didn't see GoD but yes in  this pendemic I have seen GOD in a white dress salute to all corona warriors… https://t.co/6h9J2LOMCC
3107,"@fineout @TheRickWilson @politico Corona virus scoreboard in Florida
Covid 19.   1.             Ron Desantis 0
Just… https://t.co/MbEsyWahl6"
3108,"RT @NenaNaBinti: Covid-19 also poses an increased risk on women and girls reproductive health.

Take a read at this piece @nellymunyasia  @…"
3109,@Eatala_Rajender till now in telangana only 57k covid-19 testing complted..Today @bandisanjay_bjp did strike in kot… https://t.co/apW6EF0hMu
3110,"10 Different Effective Artificial Fishing Lures with Charming Prices
https://t.co/VQI9wcrz67

Usa, china, thailand,… https://t.co/Ubgaii91bN"
3111,"RT @FABRICELEBEAU3: Make Money Thanks To The Lockdown ?
https://t.co/7qGiumG5fO

#makemoneyonline #invest #investing #investment #investors…"
3112,RT @UKCovid19Stats: United Kingdom Coronavirus (COVID-19) death trend (datasource: Department of Health and Social Care). #coronavirus #UK…
3113,"The spread of the corona virus has affected many industries, the hardest hit being travel and brick-and-mortar reta… https://t.co/4oedp8sGq9"
3114,"@realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/5GPAeatyxq"
3115,"@realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/JwI2ELe0Eg"
3116,"@realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/jS2x1MAqL9"
3117,"@realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/93IRVVYx3w"
3118,"@realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/OQGbm4LxIC"
3119,"@sbisson @nigelwUK Except there is no herd immunity with corona viruses. If we are lucky, people who have had COVID… https://t.co/md6ro12TPK"
3120,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3121,"@DPWIMM @realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/drblR1J2ul"
3122,"@davidmweissman @realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu… https://t.co/QgZXlNXH7y"
3123,"@itsJeffTiedrich @realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu… https://t.co/I1M8PF62v6"
3124,"@HKrassenstein @realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu… https://t.co/MRhMqbNOFS"
3125,Kangra District administration again bans entry in Kangra district from outside due to rising  Corona cases. Distri… https://t.co/OfrmCjKXOZ
3126,"@realDonaldTrump Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/cTtGROe1se"
3127,RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report. #coronavirus #UK #Corona #covid19 #Covid19UK https://t.co/tlh2JHxWcT
3128,"RT @manojdivatia: BEWARE OF A FISHING MAIL CYBER ATTACK WITH SUBJECT CoVid , CoVid 19, Corona etc WITH / without attachment- DO NOT OPEN -…"
3129,"RT @mannkibaat: ""Corona Warriors: Railway Women are 'Steering' Mumbai Trains for Essential Staff amid Covid-19"" https://t.co/pGyDWDKDET
#Co…"
3130,"BEWARE OF A FISHING MAIL CYBER ATTACK WITH SUBJECT CoVid , CoVid 19, Corona etc WITH / without attachment- DO NOT O… https://t.co/KFKGcSGXqL"
3131,"@CNN Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU #CoronavirusOutbreak… https://t.co/5WtrTPx9xN"
3132,"@WhiteHouse Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/txvdBcZIfB"
3133,"@CNN Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU #CoronavirusOutbreak… https://t.co/sD5KGBTU1I"
3134,"@CNN Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU #CoronavirusOutbreak… https://t.co/bWZpN83lGb"
3135,"@CNN Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU #CoronavirusOutbreak… https://t.co/xKWPzrI4Z6"
3136,RT @UKCovid19Stats: United Kingdom Coronavirus (COVID-19) infection trend (datasource: Department of Health and Social Care) #coronavirus #…
3137,"@CNN @RosaFlores Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/4xZKh1CAfv"
3138,"@WhiteHouse @PressSec Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU… https://t.co/oNvFJ7x0ub"
3139,"@CNN Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU #CoronavirusOutbreak… https://t.co/pDndudHKTP"
3140,"@CNN Breaking news One Rajkotian news 

Two new cases of corona were reported in Diu #DIU #CoronavirusOutbreak… https://t.co/aQWGe0Nrvi"
3141,#Amazon deploys #AI ‘distance assistants’ to notify warehouse workers if they get too close https://t.co/rEXEWtvsOb… https://t.co/0zad9QFfN7
3142,"2018. 2.000 Dancers. Amazing❤️Bali 
I wish They had the Drone cam for this specific shot 
(bird eye view). Now They… https://t.co/PUpbMvVvbZ"
3143,"RT @TheOliveKnife: Let make this clear in our mind once for all

It is NOT COVID-19 or CORONA

It Is #ChinaVirus or #WuhanVirus"
3144,RT @UKCovid19Stats: United Kingdom Daily Coronavirus (COVID-19) Report. #coronavirus #UK #Corona #covid19 #Covid19UK https://t.co/tlh2JHxWcT
3145,"RT @yousuf_aakib: Daily cases of covid_19 in india are more than 16000,
still universities going to conduct exams.
Le corona: kya virus ban…"
3146,Wales Coronavirus (COVID-19) infection trend (datasource: Public Health Wales) #coronavirus #Wales #Corona #covid19… https://t.co/BkzdYup5IT
3147,Ugandan have you hard 628 covid-19 patients  has recovered free from corona virus du think what am thinking guys😂😂
3148,"RT @yousuf_aakib: Daily cases of covid_19 in india are more than 16000,
still universities going to conduct exams.
Le corona: kya virus ban…"
3149,"Daily cases of covid_19 in india are more than 16000,
still universities going to conduct exams.
Le corona: kya vir… https://t.co/Km3uL8g9Mg"
3150,"COVID  19 update : 22nd  June 2020

By today 8pm, USA was on top of the Corona Virus graph with  2,366,984 cases ar… https://t.co/Raa3L1dpTG"
3151,BREAKING NEWS: Applejack tests positive for COVID-19 https://t.co/AAjfFOuICw
3152,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3153,#ENGvPAK | Three Pakistani cricketers tests positive for the Corona Virus (Covid-19) ahead of their important tour… https://t.co/CiXP6cBO1f
3154,"“As victims of the pandemic, both the economically impoverished and the religiously oppressed need protection and s… https://t.co/zAgxuwoZJv"
3155,"Arunachal Corona Daily Report: 21 June (11 PM report)

#ArunachalPradesh reported 9 new cases of Covid-19 and a rec… https://t.co/2iHCQrQnwP"
3156,RT @FarziCricketer: Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3157,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3158,What dumba** named it the Corona Virus (COVID-19)
3159,"#IndiaFightsCorona
The Modi Govt’s topmost priority amid Covid-19 is to help the poor. Find out more on https://t.co/AetSrckuCE
via NaMo App"
3160,"RT @AfricaAtLSE: With elections slated for early 2021, there is clear politicisation of COVID-19 food distribution in Uganda. 

But the cen…"
3161,"#IndiaFightsCorona
India is committed to fight against COVID-19. Read more on https://t.co/iw7KwZoyfX
via NaMo App"
3162,"#IndiaFightsCorona
The Modi Govt initiated the delivery of hydroxychloroquine to 55 countries. Find out more on … https://t.co/9d1JO57jON"
3163,"#IndiaFightsCorona
India is helping the world to fight COVID-19. Find out more on https://t.co/09kCGakgvF
via NaMo App"
3164,"#IndiaFightsCorona
India is putting up a spirited fight against COVID-19 . Read more on https://t.co/JUGwoUQrfD
via NaMo App"
3165,"#IndiaFightsCorona
Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://t.co/JUGwoUQrfD
via NaMo App"
3166,"Jharkhand Corona Daily Report: 22 June (10 PM report)

#Jharkhand reported 51 new positive cases of Covid-19 &amp; 63 r… https://t.co/Wqabhgnj1y"
3167,RT @ISRAEL21C: #Hadassah researches found blood samples from Covid-19 patients showed sicker patients had a high concentration of Alpha-def…
3168,"India crosses four lakh COVID-19 cases with 15,413 new infections; number of labs has been increased to 981, says U… https://t.co/WPMGzmyAtl"
3169,RT @SCULPTEDGODDESS: THE BWW AT THE BLOCK HAD A WORKER WHO TESTED POSITIVE FOR COVID-19 AND THEY ARE TRYING TO KEEP IT QUIET!!!!! BE CAREFU…
3170,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3171,"Eng|and bound 3 paxstani 
Cricketers Shadab Khan, Haris Rauf &amp; Haider Ali  testd positive for #COVID19 

@Kaala_Nag… https://t.co/IiB0OwcgyY"
3172,"RT @ShawnShafai: &lt;3/3&gt;

Pandemic: Confused? See article I wrote in Feb, still holds up very well

https://t.co/3D4MxA0hic

Official #'s sou…"
3173,"RT @mukundmath: Oxy Homez, Bhopura Management run by M/s Super Realtech is not allowing family of a corona warrior to their flat. This is s…"
3174,"RT @PrinceV96488325: 56UP BN NCC JHANSI'S (DR.R.P.R. D/C Barwasagar) cadets serving the NATION during Covid- 19 
#CORONA #WARRIORS
#HARKAMD…"
3175,"Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 
#Delhi
#COVID19 #Covid_19"
3176,"RT @hemantrajora_: News Update : 17 Prisoners of Mandoli Jail test positive for Corona Virus. 

#COVID19 #Covid_19"
3177,"Last updated: 2020-06-22 17:05:02+00:00GMT
  Coronavirus [COVID-19]
    Cases: 9110519
    Deaths: 471771

#corona… https://t.co/SguV9QQeTm"
3178,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3179,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3180,"RT @MikeandClaar: 🔵Work at Home During Covid_19🔵
Event: Tuesday, 6/23 8PM (MDT)
https://t.co/cFEcLyiMPz

✅If that time doesn’t work:
https:…"
3181,"RT @PiyushGoyal: Addressed CII's 12th Horasis India Meeting &amp; spoke about the discipline of citizens, preparedness of administration &amp; dedi…"
3182,"Corona Virus is reminding us that we need God.
 #Covid_19 #coronavirus"
3183,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3184,RT @FarziCricketer: Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3185,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3186,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3187,RT @FarziCricketer: Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3188,"RT @hemantrajora_: News Update : 17 Prisoners of Mandoli Jail test positive for Corona Virus. 

#COVID19 #Covid_19"
3189,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3190,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3191,"RT @mylittudiary: Hey guys, so @miss_mumbz &amp; I are interested in helping out queer &amp; trans persons who are going through tough financial ti…"
3192,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3193,RT @NaveenReddyk10: @Eatala_Rajender @KTRoffice @TelanganaCMO @SmitaSabharwal please act in time to contain the spread of COVID 19. Please…
3194,"RT @DanyalGilani: #Covid_19 Evolution 😷🤣
#coronavirus #Corona #COVID19 #COVID19 https://t.co/0FanRySSLb"
3195,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
3196,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3197,Swedish Artist PONTUS DE WOLFE Discusses “Stockholm Corona Sessions” and Coping with Covid-19 Pandemic with Madness… https://t.co/Yiq4jrIOBa
3198,"@uwu_urws Lmao , corona is from 19 , Covid-19 🤓"
3199,"RT @NenaNaBinti: Covid-19 also poses an increased risk on women and girls reproductive health.

Take a read at this piece @nellymunyasia  @…"
3200,"'CO' stands for corona, 'VI' for virus, and 'D' for disease. Formerly, this disease was referred to as '2019 novel… https://t.co/X4ZVkt9BeF"
3201,"RT @TheOliveKnife: Let make this clear in our mind once for all

It is NOT COVID-19 or CORONA

It Is #ChinaVirus or #WuhanVirus"
3202,RT @Thomas_Binder: Not a single politician &amp; mainstream journalist seems to have realized until this very day that almost all governments i…
3203,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3204,"🔵Work at Home During Covid_19🔵
Event: Tuesday, 6/23 8PM (MDT)
https://t.co/cFEcLyiMPz

✅If that time doesn’t work:… https://t.co/FIsJGURh7J"
3205,"RT @JohnP_Joseph: A team of Nigerian scientists has announced the discovery of a preventive vaccine against the novel corona virus, local m…"
3206,"RT @airnews_Chennai: Tamil Nadu COVID 19 – District Wise Case Details (22/06/2020)
#Lockdown #TamilNadu #Corona #StaySafe #COVID19 #TN http…"
3207,"Fake Newsweek. The numbers cited are from Sunday; if anyone did get infected at the rally, they were not symptomati… https://t.co/MHYAagVSzA"
3208,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3209,RT @AnsarBurney: May I humbly 🙏 request with Politicians either in Government or Opposition in Pakistan please NOT to play dirty politics o…
3210,RT @BrijendraSpeaks: Best wishes to my friend and batchmate Munish Moudgil and his team at Karnataka state’s war room in their fight agains…
3211,@Voiceofslums1 @Scrappydoo68 @10DowningStreet WHO says that some studies show asymptomatic transmission is less but… https://t.co/tDLIe5uhw5
3212,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3213,"Why the coronavirus vaccine will take months to make??
Visit Us:https://t.co/rbwG0xzM9Y
.
.
.
.#covid19 #covid_19… https://t.co/EVWmcEbe3B"
3214,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3215,RT @Suriyamanoher_S: #Covid in coming days- Death notes to all. #Corona #COVID__19 #COVID19India https://t.co/rOkZQDWqOl
3216,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3217,@ZaidZamanHamid With due respect at least she knows there is something like COVID-19 but how about U from the very… https://t.co/5nsnq00PCx
3218,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3219,"RT @mukundmath: Oxy Homez, Bhopura Management run by M/s Super Realtech is not allowing family of a corona warrior to their flat. This is s…"
3220,"RT @WeRobotics: To combat #COVID19, Papua New Guinea Flying Labs created, ""The Corona Blaster!"" game to complement their practical DIY mask…"
3221,"RT @outertemple: Chief Executive, Rebecca Priestley (@priestley_R) shares her six key lessons learned during the ‘corona coaster’ so far fo…"
3222,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3223,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3224,"RT @mukundmath: Oxy Homez, Bhopura Management run by M/s Super Realtech is not allowing family of a corona warrior to their flat. This is s…"
3225,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3226,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3227,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
3228,"RT @CTRavi_BJP: While the World fights #Covid_19, India is fighting:

✓ Corona Virus
✓ CONgress
✓ Communists
✓ Liberals
✓ Lutyens Media
✓ U…"
3229,"Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine fo… https://t.co/Cyrr8IFnWj"
3230,"RT @FarukFirat1987: Rioters looting in #Stuttgart, #Germany and running away with Allahu akbar shouts!

#riotsnotprotests #riots #AllLivesM…"
3231,"#zartajgulwazir

Covid -19
“Co”refers to corona
“Vi”refers to virus
“D” refers to disease
“19” refers to year 2019… https://t.co/1FWPlfhBtp"
3232,"&lt;3/3&gt;

Pandemic: Confused? See article I wrote in Feb, still holds up very well

https://t.co/3D4MxA0hic

Official… https://t.co/AEiH98giz5"
3233,"RT @mannkibaat: ""Corona Warriors: Railway Women are 'Steering' Mumbai Trains for Essential Staff amid Covid-19"" https://t.co/pGyDWDKDET
#Co…"
3234,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3235,"FUCK CORONA 
THERE IS NO TOMORROW!!💪🏻💪🏻
Regards from Italy 🇮🇹 
#COVID19 #Covid_19 #coronavirus #corona #covid https://t.co/lrF0LrXu0K"
3236,Corona COVID-19 update : 22nd June till at 6PM https://t.co/QC5nxgU2Sn
3237,CONFIRMED: Disco Stu tests positive for COVID-19 https://t.co/fqZvIvMucK
3238,RT @chair_un: We are happy to announce that Sladjana Cemerikic (@SladjanaCemerik) is joining our panelists on June 29 to discuss the impact…
3239,pakistan cricketer covid19: Pakistan's three cricketers corona virus positive before leaving for England – pakistan… https://t.co/DLiFPkvlco
3240,"RT @Jan_Vogler: ...is an interview with me about (1) our research, (2) differences between the Black Death and Covid-19, and (3) the curren…"
3241,Trump is correct. We should stop testing. They never isolated covid 19. Any Corona virus you’ve had in the last 10-… https://t.co/SRYCRQ9Q6x
3242,@Lesufi Can we get Corona (aka covid-19) there.....i want to see something.
3243,"RT @ians_india: Another 132 people tested positive in #JammuandKashmir on Monday as the total number of #COVID19 patients crossed 6,000 in…"
3244,"RT @AfricaAtLSE: With elections slated for early 2021, there is clear politicisation of COVID-19 food distribution in Uganda. 

But the cen…"
3245,RT @raes_jmd: @globaltimesnews China gave to the world corona virus Covid-19. India gave to the world Yoga. Shame on u stinky chinese insec…
3246,"RT @NenaNaBinti: Covid-19 also poses an increased risk on women and girls reproductive health.

Take a read at this piece @nellymunyasia  @…"
3247,"#Kalyanakarnataka update of covid- 19 cases as on June 22.
Though corona virus cases decreased considerably in Kaly… https://t.co/GUPBkkjzd0"
3248,"RT @NenaNaBinti: Covid-19 also poses an increased risk on women and girls reproductive health.

Take a read at this piece @nellymunyasia  @…"
3249,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3250,"@heng_enn Hmm... It's okay boss what u gave to the world- corona virus covid-19. We gave yoga, happiness, peace not… https://t.co/O71YO2ZnYK"
3251,There are many myths about #Covid_19 like number of positive cases are being raised just to get funds &amp; patients dy… https://t.co/MmIHLmCQkj
3252,Northern Ireland Coronavirus (COVID-19) death trend (datasource: Department of Health Northern Ireland).… https://t.co/8CpjRHeauw
3253,"Responce Team 1 
Corona Virus (COVID-19) cleaning and disinfecting services  
https://t.co/Z4lOSEA4Q4 https://t.co/N3cKXzu885"
3254,"RT @mukundmath: Oxy Homez, Bhopura Management run by M/s Super Realtech is not allowing family of a corona warrior to their flat. This is s…"
3255,@globaltimesnews China gave to the world corona virus Covid-19. India gave to the world Yoga. Shame on u stinky chi… https://t.co/mLIJaJL9YB
3256,"RT @narendramodi_in: Here’s how India is helping the world fight COVID-19

#IndiaFightsCorona 
https://t.co/lhipDqtgxg

via NaMo App https:…"
3257,"RT @TajinderBagga: Urgent plasma requirement from covid-19 recovered patient

Patient name : jawahar prasad prajapati
Age : approx 47
Blood…"
3258,We are happy to announce that Sladjana Cemerikic (@SladjanaCemerik) is joining our panelists on June 29 to discuss… https://t.co/uLTyzwZvTh
3259,"RT @GhaffarDawnNews: BREAKING NEWS: PCB confirmed that Haider Ali, Shadab and Haris Rauf tested positive for Corona as board conduct Covid…"
3260,"@SgomezSouvenir 100%, i read an article about how they’ve been studying corona virus for years and then made COVID-… https://t.co/KjApY1gEL5"
3261,RT @ficci_india: GoI is taking all necessary measures to deal with the Corona challenge. Sports helps in creating a strong immune system an…
3262,"@globaltimesnews It's bcoz Yoga has it's roots in India. Not like u spreading Corona virus Covid 19, Indians involv… https://t.co/aahcohWPKD"
3263,RT @PtiNorthPunjab: Prime minister COVID 19 web portal - an exclusive initiativeto support those who've lost their jobs due to corona pande…
3264,"RT @mannkibaat: ""Corona Warriors: Railway Women are 'Steering' Mumbai Trains for Essential Staff amid Covid-19"" https://t.co/pGyDWDKDET
#Co…"
3265,"RT @PTIFSD_Official: Prime minister COVID 19 fund web portal
Those who've lost their jobs because of corona crisis can apply for COVID cris…"
3266,RT @ISRAEL21C: #Hadassah researches found blood samples from Covid-19 patients showed sicker patients had a high concentration of Alpha-def…
3267,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3268,Morgan Sloane’s response to the #coronavirus can be viewed here: https://t.co/wmqWXMOE4Q - please stay safe in thes… https://t.co/mk5mSo25Y9
3269,"Safe Breath is designed to be both superbly safe and comfortable to use for the healthcare workers, often having to… https://t.co/7JVCuYTP4i"
3270,RT @insafian9609: Prime minister COVID 19 web portal - an exclusive initiativeto support those who've lost their jobs due to corona pandemi…
3271,"2nd Part of -2..5 MILLION STEPS ALL WEATHER SPONSORED BARE FOO WALK . preparing Post Covid - 19
Hunger/poverty TSUN… https://t.co/vh8FG1oIsh"
3272,RT @FarziCricketer: Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3273,RT @MarcSchiffbauer: Many developing countries have mimicked rich countries’ policies to respond to the Corona crisis. Why this was not nec…
3274,"Covid-19 also poses an increased risk on women and girls reproductive health.

Take a read at this piece… https://t.co/7NhDqO3Hcj"
3275,"The corona 
COVID 19 🏆 92"
3276,A returnee from Maldives tested positive for COVID-19. Total confirmed COVID-19 cases in Sri Lanka rises to 1951 :… https://t.co/JoWISpYmwX
3277,#Hadassah researches found blood samples from Covid-19 patients showed sicker patients had a high concentration of… https://t.co/NfWuYwYDX8
3278,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
3279,"ThoughtWorks and VA Launch Chatbot To Help Veterans During COVID-19 https://t.co/bpZqZqzsF7

#pandemictech… https://t.co/VLNsGXHdbF"
3280,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3281,"Corona virus is known as COVID-19 because it has 19 spikes.
 #zartajgulwazir"
3282,"Covid-19, situation report update at 22 June 2020 18.00 https://t.co/qGktTnDcmn"
3283,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3284,"Sir,colleges are opening in Uttar Pradesh instead of daily increament in COVID 19 case.
Do the gov want to play wit… https://t.co/t7qptlps5y"
3285,"RT @PeachesBennett2: @crampell Read threaded tweet please. Just adding these tags:
#COVID19
#COVID_19
#COVIDUSA
#Covidusa
#Covid_19
#corona…"
3286,#NoExamsInCovid #aktucancelexams  plzzz cancel the exam bcz the situation is not well due to covid 19 all of uhh kn… https://t.co/L3owg4q2vH
3287,"RT @icecrystal1419: 1992: 1+9+9+2 = 21 = 2+1 = 3

2019: 2+0+1+9 = 12 = 1+2 = 3

Hence proven khan sahb and corona has strong relation ~ Zar…"
3288,RT @an_untamed: Morrison is calling it 'The Corona Recession' - what an arsehole! He must be so happy about the virus letting him off the h…
3289,RT @FarziCricketer: Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3290,On Friday my friend was gave #COVID test in #Cuddalore government hospital. Today also they are telling it will tak… https://t.co/FTrdlFfwmZ
3291,RT @FarziCricketer: Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3292,Tomorrow is my COVID-19 Test. Send prayers for Corona. 💀🏴‍☠️
3293,"Is corona virus weakening in its potency? Interesting article.
https://t.co/0v3HIt0ma8"
3294,@thirumarant Only Antibody tests can give clear picture. I have been tracking about covid-19 since Feb. My wife had… https://t.co/bqeXhRecfL
3295,Corona Covid 19 Mouth Mask Dust Respirator Washable Reusable Masks Cotton Unisex https://t.co/X6wsI9ArYz
3296,"RT @SHomburg: In the US, a positive test is NOT required for a „corona death“:

„COVID-19 should be reported on the death certificate for a…"
3297,"#IndiaFightsCorona
India is putting up a spirited fight against COVID-19 . Read more on https://t.co/u3QI20iBtS
via NaMo App"
3298,"#IndiaFightsCorona
Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://t.co/u3QI20iBtS
via NaMo App"
3299,"As it turns out Tanzania and Madagascar were ahead of the game on Corona....let that sink in
ATTN @POTUS: President… https://t.co/TotEq1qqZP"
3300,"Medtech after COVID-19: The digital and AI space https://t.co/DgdCiJgEwy

#pandemictech @news_pandemic #CoronaVirus… https://t.co/K2TRyh7eEc"
3301,@NOS Corona is geen Covid-19
3302,RT @an_untamed: Morrison is calling it 'The Corona Recession' - what an arsehole! He must be so happy about the virus letting him off the h…
3303,"The New Born God ""CORINA MATAJI"" save us from pandemic virus.
Watch video for your valuable comment… https://t.co/3RhrBagNUh"
3304,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
3305,"RT @Suvankar1532380: Community transmission of Covid-19
in Guwahati, Assam. 141 active
containment zones and 7 wards as
Covid-19 hotspots a…"
3306,A poll for parents: How many of you believe schools should be opened? Will you send your children to schools if the… https://t.co/kB19Nha3M6
3307,"RT @Abu_Faisal31: Sir,
All colleges are opening in Uttar Pradesh instead of daily increament in COVID 19 case.
Do the gov want to play with…"
