,tweet_text
976,"In NIIMS, samples of approx 40 patients were taken for covid-19 on 20th June afternoon. Today is fourth day and rep… https://t.co/xIhoLw77nX"
977,"RT @MumbaiMirror: For the first time in a couple of weeks, #Maharashtra reported the lowest number of deaths in a single day.

#COVID19 #Mu…"
978,"RT @TheOliveKnife: In COVID-19

CO stands for corona
VI for virus
D for disease &amp; 19 for 2019

But according to Madarsa educated Pigistan m…"
979,RT @DrSarithaKR: @PypAyurved @Ach_Balkrishna @yogrishiramdev Patanjali sansthan has launched the coronil tablets against the novel corona v…
980,"@Fmohnigeria Please, what is Covid-19 and what is corona virus?

Okay ooo"
981,"RT @itsmesandeep887: #Patanjali #CORONIL #coronavirus
Ramdev claims to have made 1st medicine against Covid-19, recovery in 7 days........…"
982,"RT @Theorigintimes: #corona #covid19 #coronatablet #vaccine @PypAyurved #CORONIL @PatanjaliDairy @yogrishiramdev 
Ramdev’s Patanjali launch…"
983,"Covid-19 fallout takes higher toll on women 

While women appear to be more resilient than men to #COVIDー19 in term… https://t.co/9Qe8RFFYFj"
984,RT @DrSarithaKR: @PypAyurved @Ach_Balkrishna @yogrishiramdev Patanjali sansthan has launched the coronil tablets against the novel corona v…
985,"COVID-19: While world struggles to find vaccine, Patanjali launches Coronil, claiming 100% recovery. 

#CORONIL… https://t.co/kwx2EfI0GR"
986,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
987,"Kopar Road #Dombivli closed/sealed for public movement @KDMCOfficial #KDMC #Kalyan #Dombivli #Corona

PC :-… https://t.co/1VvQCYQWn7"
988,"RT @TheOliveKnife: In COVID-19

CO stands for corona
VI for virus
D for disease &amp; 19 for 2019

But according to Madarsa educated Pigistan m…"
989,"RT @AmitKgamely: #corona contagion, #SWASARI_VATI, #CORONIL
#corona #ayurveda #PatanjaliAyurved
#Patanjali Set to Launch First 'Evidence-ba…"
990,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
991,RT @aruj_raj: Patanjali Launches the Ayurvedic Corona Medicine (Coronil) according to the present​ trails on the COVID-19 Patients. Hope fo…
992,"#IndiaFightsCorona
India is committed to fight against COVID-19. Read more on https://t.co/ZpUraGtDSo
via NaMo App"
993,"#IndiaFightsCorona
The Modi Govt initiated the delivery of hydroxychloroquine to 55 countries. Find out more on … https://t.co/Nqz3lK9uJc"
994,"#IndiaFightsCorona
India is helping the world to fight COVID-19. Find out more on https://t.co/j4Ae9PnbdC
via NaMo App"
995,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
996,"#IndiaFightsCorona
India is putting up a spirited fight against COVID-19 . Read more on https://t.co/TiBU1IqjHi
via NaMo App"
997,"RT @TheOliveKnife: In COVID-19

CO stands for corona
VI for virus
D for disease &amp; 19 for 2019

But according to Madarsa educated Pigistan m…"
998,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
999,"#patanjali made first time corona ( covid - 19 ) medicine 
NOW #babaramdevji be like 😂😂 https://t.co/8WuHlgTzrz"
1000,"#IndiaFightsCorona
Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://t.co/TiBU1IqjHi
via NaMo App"
1001,"RT @AshutoshV10: Patanjali launches Ayurvedic drug, 'Coronil and Swasari Vati' to treat COVID-19.

It claimed 100% success rate in clinical…"
1002,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
1003,"RT @IndyLiveRadio: Today's highlights on #indyliveradio : 

10am  - Clacks WFI podcast
11am - The Locker Room 
Noon - The Corona Diaries
2p…"
1004,"@zartajgulwazir @Fereeha Who is explaining further in talk show? 
Who got trolled for covid statements. Corona has… https://t.co/12w1fQiR2j"
1005,"Patanjali launches Ayurvedic drug, 'Coronil and Swasari Vati' to treat COVID-19.

It claimed 100% success rate in c… https://t.co/r8vB4njeAI"
1006,"RT @hemantrajora_: Sad News : 49 years old Doctor of Fortis Escort Hospital dies of Corona Virus. 

He was sick and home quarantine for few…"
1007,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
1008,"RT @itsmesandeep887: #Patanjali #CORONIL #coronavirus
Ramdev claims to have made 1st medicine against Covid-19, recovery in 7 days........…"
1009,"RT @akashgubrele: #Patanjali  launch Ayurvedic drug to cure Covid 19 within 14 days

#BabaRamdev to Corona : https://t.co/dTFaX4USGA"
1010,@yogrishiramdev baba ji many many congratulations and thanks for launching first ayurvedic medicine CORONIL for cur… https://t.co/ImwaKddrcQ
1011,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
1012,"RT @PKotekar: #IndiaFightsCorona
Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://t.co/zEWsdjHhE4
via NaM…"
1013,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
1014,Patanjali Launches the Ayurvedic Corona Medicine (Coronil) according to the present​ trails on the COVID-19 Patient… https://t.co/PWfNNeII5y
1015,Our Antimicrobial Shield is the World's First Surface Disinfectant which has demonstrated effectiveness (&gt;99.9% Ina… https://t.co/bT0ZlhOWTh
1016,RT @ActionTime: #Antibody Levels in Recovered #COVID-19 Patients Decline Sharply &amp; Quickly Within Just 2-3 Months: Research Showed #Antibod…
1017,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
1018,"Peter Navarro,Trump’s trade advisor, accuses China of deliberately spreading the coronavirus abroad and sending 100… https://t.co/QrvF9Q0XSJ"
1019,"#babaramdev to Corona right now, Launch of firsr and foremost evidence-based ayurvedic medicine for Covid-19… https://t.co/qTLGN47IJr"
1020,"#corona #covid19 #coronatablet #vaccine @PypAyurved #CORONIL @PatanjaliDairy @yogrishiramdev 
Ramdev’s Patanjali la… https://t.co/frOmDCKVsq"
1021,"#Corona After Knowing That #Pantanjali Successfully Made Covid 19 Cure  #CORONIL

Corona:- https://t.co/si0yMpA834"
1022,#Patanjali india launches first COVID 19 ayurvedic Medicine - CORONIL  Coronil that cures corona virus within 7-14… https://t.co/5VYeKHuQcx
1023,"RT @PunManDhan: #Patanjali to launch ayurvedic drug for Covid-19 , cure within 14 days - #BabaRamdev
#Patnajali to corona patients now- htt…"
1024,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
1025,RT @anusha_puppala: #AndhraPradesh Chief Minister @ysjagan  on instructed officials to conduct comprehensive #COVID19 screening for all hou…
1026,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1027,RT @an_untamed: Morrison is calling it 'The Corona Recession' - what an arsehole! He must be so happy about the virus letting him off the h…
1028,"RT @IndyLiveRadio: Today's highlights on #indyliveradio : 

10am  - Clacks WFI podcast
11am - The Locker Room 
Noon - The Corona Diaries
2p…"
1029,Check out our COVID-19 knowledge Hub for mental health resources - https://t.co/emh8vqeDl1 #WorldWellBeingWeek
1030,"#BabaRamdev #PatanjaliAyurved issued #Corona kit 
Peoples right now...
#COVID19 #Covid_19 #BabaRamdev… https://t.co/ySIbhS8Ooz"
1031,#AndhraPradesh Chief Minister @ysjagan  on instructed officials to conduct comprehensive #COVID19 screening for all… https://t.co/XzLOghADck
1032,"RT @TheOliveKnife: In COVID-19

CO stands for corona
VI for virus
D for disease &amp; 19 for 2019

But according to Madarsa educated Pigistan m…"
1033,"RT @indiatvnews: Patanjali to launch ayurvedic COVID-19 drugs Swasari Vati, Coronil today; claims cure within 14 days | via @IndiaTVNews…"
1034,RT @kluisenaar: Parents have converged at the Makaula senior secondary school in Mount Frere where more than 180 learners contracted the co…
1035,"RT @JoeCastelino: Relaxation of #lockdown may commence from July.....whether to surrender or defeat #coronavirus , r fate lies in r own han…"
1036,"RT @Memeghnad: Coronil - A drug that cures coronavirus in 14 days.

The only thing you need to do after taking the drug is keep yourself lo…"
1037,"RT @MindhealH: You can do anything and everything in life, you are never old to accomplish your #goals 
Visit https://t.co/YQjjQIKEn5
Call…"
1038,RT @ActionTime: #Antibody Levels in Recovered #COVID-19 Patients Decline Sharply &amp; Quickly Within Just 2-3 Months: Research Showed #Antibod…
1039,"RT @akashgubrele: #Patanjali  launch Ayurvedic drug to cure Covid 19 within 14 days

#BabaRamdev to Corona : https://t.co/dTFaX4USGA"
1040,RT @kluisenaar: Parents have converged at the Makaula senior secondary school in Mount Frere where more than 180 learners contracted the co…
1041,Patanjali has launched ayurvedic medicine for treating Covid-19. It's big relief for Corona patients. Medicine name… https://t.co/M28xCeJhkP
1042,RT @ActionTime: #Antibody Levels in Recovered #COVID-19 Patients Decline Sharply &amp; Quickly Within Just 2-3 Months: Research Showed #Antibod…
1043,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
1044,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
1045,"RT @abhijeet_dipke: Systematic growth in Covid-19 cases in GUJARAT. 

13 June -  517 
14 June -  511 
15 June -  514 
16 June -  524 
17 Ju…"
1046,RT @GeospatialK: Our Covid-19 Dashboard consisting of updated daily counties and sub-counties Corona cases in kenya. More details here http…
1047,"RT @firstpost: With 14,933 people testing positive for coronavirus in a single day, #India's #COVID19 tally climbed to 4,40,215 on Tuesday…"
1048,"STPL3D is here with 'INDOSAFE ' - a UV &amp; OZONE BASED COVID-19 SANITIZER - Corona Killer.

For Enquiry, Contact STPL… https://t.co/qho7AtDyn0"
1049,RT @kluisenaar: Parents have converged at the Makaula senior secondary school in Mount Frere where more than 180 learners contracted the co…
1050,"Last updated: 2020-06-23 08:05:01+00:00GMT
  Coronavirus [COVID-19]
    Cases: 9202551
    Deaths: 474668

#corona… https://t.co/yjDAr2HfI8"
1051,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
1052,"RT @Gabber07: New #COVID19 cases June 21 2020:
20 countries with 1000 or more new #COVIDー19 cases

Source:
https://t.co/YJCOFr5qVP

#Corona…"
1053,"You can do anything and everything in life, you are never old to accomplish your #goals 
Visit… https://t.co/x2xlOPKjFC"
1054,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
1055,"High levels of stress hormone could be killing COVID-19 patients, study suggests https://t.co/eq0mJz5cmf… https://t.co/jszSP9HC8F"
1056,RT @kluisenaar: Parents have converged at the Makaula senior secondary school in Mount Frere where more than 180 learners contracted the co…
1057,"RT @1998Rishu: Elaborating on the details, the Yoga guru said an app will be launched for the delivery of the #corona kit.
#BabaRamdev #COV…"
1058,RT @DrSarithaKR: @PypAyurved @Ach_Balkrishna @yogrishiramdev Patanjali sansthan has launched the coronil tablets against the novel corona v…
1059,#Haryana government will soon issue order fixing the cost of #COVID19 treatment in private hospitals: Health Minist… https://t.co/55YYBK5Z68
1060,"RT @SharmaKhemchand: #Patanjali launches #coronildrug, claims drug can cure #corona in 14 days.

It may become first strongest step towards…"
1061,"RT @LavanyaBallal: Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where coro…"
1062,"Appalling !
Doctors don’t come for duty, No food, no water, life isn’t working at Victoria hospital Bangalore where… https://t.co/Ji8tmxFYjE"
1063,"RT @SharmaKhemchand: #Patanjali launches #coronildrug, claims drug can cure #corona in 14 days.

It may become first strongest step towards…"
1064,"RT @Memeghnad: Coronil - A drug that cures coronavirus in 14 days.

The only thing you need to do after taking the drug is keep yourself lo…"
1065,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1066,"RT @SharmaKhemchand: #Patanjali launches #coronildrug, claims drug can cure #corona in 14 days.

It may become first strongest step towards…"
1067,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1068,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1069,#empowerful #life #lessons to #be #strong #healthy #safe #happy and #follow #socialdistancing to #fight #covid_19… https://t.co/I3MpVp9kyr
1070,"RT @Pseudopanditt: #Patanjali launch ayurvedic drug to cure covid 19 within 14 days 

Corona's condition right now : https://t.co/Z7GtXzWHuv"
1071,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1072,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1073,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1074,RT @videsichora: Patanjali's Corona Kit is helpful for corona patients who are NOT on ventilators. @yogrishiramdev has said we are testing…
1075,"Elaborating on the details, the Yoga guru said an app will be launched for the delivery of the #corona kit.… https://t.co/7SfoNySsSu"
